time,seconds_elapsed,z,y,x
1772867019115175400,0.108175537109375,-0.0036567864008247852,0.013802630826830864,-0.0009976201690733433
1772867019125241600,0.11824169921875,-0.004216316621750593,0.012752546928822994,-0.0034261567052453756
1772867019135307500,0.1283076171875,-0.004819788970053196,0.011373029090464115,0.0021281319204717875
1772867019145373700,0.138373779296875,-0.0041369544342160225,0.013235910795629025,0.002031459240242839
1772867019155438600,0.1484384765625,-0.006418750621378422,0.0105903260409832,0.0001150485550169833
1772867019165505500,0.158505615234375,-0.007896006107330322,0.012154134921729565,0.002971821464598179
1772867019175571700,0.16857177734375,-0.004824316129088402,0.012938168831169605,0.00031318774563260376
1772867019185637400,0.178637451171875,-0.0030623688362538815,0.011056645773351192,0.000907338981050998
1772867019195703600,0.18870361328125,-0.0026413232553750277,0.013223393820226192,-0.0006133259739726782
1772867019205769500,0.19876953125,-0.003127083647996187,0.01197037659585476,-0.0021065603941679
1772867019215834600,0.208834716796875,-0.0024738102219998837,0.013792777433991432,-0.0005893575726076961
1772867019225901600,0.218901611328125,-0.0057708038948476315,0.013522466644644737,0.001430916483514011
1772867019235967700,0.2289677734375,-0.0041702440939843655,0.010440390557050705,0.0015238607302308083
1772867019246033700,0.23903369140625,-0.005886118393391371,0.014082529582083225,0.00358807691372931
1772867019256099600,0.249099609375,-0.004059989005327225,0.013757091015577316,-0.0006000102148391306
1772867019266165500,0.25916552734375,-0.004210191313177347,0.011710185557603836,0.001966744428500533
1772867019276231400,0.2692314453125,-0.0023550332989543676,0.013148559257388115,0.0010961571242660284
1772867019286297600,0.279297607421875,-0.0022509037517011166,0.010034791193902493,-0.0015984292840585113
1772867019296363500,0.289363525390625,-0.0032551817130297422,0.012291020713746548,-0.0018745990237221122
1772867019306429700,0.2994296875,-0.0036887445021420717,0.012546684592962265,-0.00035420042695477605
1772867019316495600,0.30949560546875,-0.0032919333316385746,0.012779710814356804,-0.00098190747667104
1772867019326561500,0.3195615234375,-0.003294063964858651,0.012723784893751144,0.000056459015468135476
1772867019336627500,0.32962744140625,-0.0020426444243639708,0.01167343370616436,-0.0004340952436905354
1772867019346693600,0.339693603515625,-0.004014182835817337,0.013508085161447525,-0.000990695902146399
1772867019356759600,0.349759521484375,-0.004599545616656542,0.013551228679716587,0.000467118457891047
1772867019366825500,0.359825439453125,-0.003949468024075031,0.012809804640710354,0.0006854976527392864
1772867019376891600,0.3698916015625,-0.00512685114517808,0.013441240414977074,-0.0004926847759634256
1772867019386957600,0.37995751953125,-0.004652542527765036,0.010558102279901505,-0.0004655205411836505
1772867019397023700,0.390023681640625,-0.0030538467690348625,0.01323724165558815,-0.0006402239087037742
1772867019407089400,0.40008935546875,-0.004779575392603874,0.010934406891465187,0.0017805894603952765
1772867019417155600,0.410155517578125,-0.005176386330276728,0.013789315707981586,0.002269812161102891
1772867019427221500,0.420221435546875,-0.0035169704351574183,0.011301123537123203,0.00039707732503302395
1772867019437287700,0.43028759765625,-0.00236302288249135,0.011690477840602398,0.000316916179144755
1772867019447353600,0.440353515625,-0.004649080336093903,0.013902765698730946,-0.0002460760879330337
1772867019457419500,0.45041943359375,-0.0036043222062289715,0.014314756728708744,0.0024080302100628614
1772867019467485700,0.460485595703125,-0.0030445256270468235,0.012867861427366734,-0.0009952232940122485
1772867019477551400,0.47055126953125,-0.0030988543294370174,0.013368003070354462,0.0014330470003187656
1772867019487617500,0.480617431640625,-0.005903429351747036,0.013254818506538868,0.0005656554130837321
1772867019497683500,0.490683349609375,-0.005607551895081997,0.013777864165604115,0.002317482838407159
1772867019507749600,0.50074951171875,-0.0038631814531981945,0.010481136851012707,0.001041295938193798
1772867019517815600,0.510815673828125,-0.003343865042552352,0.011600730009377003,0.0012381036067381501
1772867019527881700,0.5208818359375,-0.00541447289288044,0.01275654137134552,0.00023089606838766485
1772867019537947600,0.53094775390625,-0.004512726329267025,0.011826565489172935,-0.0008215851848945022
1772867019548013600,0.541013671875,-0.0038163098506629467,0.012540825642645359,0.001199221471324563
1772867019558079500,0.55107958984375,-0.0032080437522381544,0.012660401873290539,0.0015491608064621687
1772867019568145400,0.5611455078125,-0.005058674607425928,0.014683072455227375,0.0006748450105078518
1772867019578211600,0.571211669921875,-0.0027201527263969183,0.013615144416689873,-0.0006343649583868682
1772867019588277500,0.581277587890625,-0.003085538512095809,0.010640393942594528,0.0019382486352697015
1772867019598343700,0.59134375,-0.004853344522416592,0.013905961997807026,-0.0005763080553151667
1772867019608409600,0.60140966796875,-0.0037145770620554686,0.013803696259856224,-0.000568318588193506
1772867019618475800,0.611475830078125,-0.0027590349782258272,0.012016449123620987,0.001961418194696307
1772867019628541400,0.62154150390625,-0.004808603785932064,0.012969860807061195,-0.0004426173691172153
1772867019638607600,0.631607666015625,-0.005767075344920158,0.010002033784985542,0.0024951156228780746
1772867019648673500,0.641673583984375,-0.0008380967774428427,0.012930446304380894,0.0014527543680742383
1772867019658739500,0.651739501953125,-0.00415453128516674,0.011680624447762966,0.0016729978378862143
