accel_x_mean,accel_x_std,accel_x_var,accel_y_mean,accel_y_std,accel_y_var,accel_z_mean,accel_z_std,accel_z_var,gyro_x_mean,gyro_x_std,gyro_x_var,gyro_y_mean,gyro_y_std,gyro_y_var,gyro_z_mean,gyro_z_std,gyro_z_var,accel_sma,accel_xy_corr,accel_xz_corr,accel_yz_corr,accel_x_dom_freq,accel_y_dom_freq,accel_z_dom_freq,activity,recording
-0.8379832849073074,1.7586042830546504,3.0926890243781613,0.17160081941121072,0.7724260431424289,0.5966419921246694,0.9958000720514059,2.1335513196690465,4.552041233661529,-0.8559337138757109,1.0824683000822195,1.17173762068289,-0.9758724849671125,1.218051396421771,1.4836492043250262,-0.5334660045942292,0.6670213178408082,0.44491743845408843,3.767699201421957,0.3783348615856693,0.3931581781143691,0.44608998683607226,0,1,1,jumping,jump11-ange-2026-03-06_09-59-13
0.014289655392129008,2.361475169422323,5.576564975798189,-0.5032729042448177,1.9931341313550308,3.972583665572373,-2.27811404634583,5.3024318982263114,28.115784035327884,-0.39284697707742455,1.2974594233534293,1.6834009552486133,-0.7966125404089689,1.479736373110326,2.1896197339057015,-0.2160806727549061,0.5910227155849167,0.3493078503373694,7.963500946710256,-0.17424067503205512,-0.030494160355172436,0.49821038080327956,2,1,1,jumping,jump11-ange-2026-03-06_09-59-13
0.9917939657941125,1.638522297769324,2.6847553202872647,-0.8874733979469387,1.8291457181939332,3.3457740583872,-0.23976968672478186,7.099894216878659,50.40849789086703,-0.12388114303350446,0.9847451162203386,0.9697229439198081,0.4224421651661396,1.1126747940807233,1.2380451973825801,-0.25443859737366437,0.3941605329764049,0.15536252575624357,9.31753185810822,-0.0639565681327564,0.23832873731092305,0.4408888059824096,0,0,1,jumping,jump11-ange-2026-03-06_09-59-13
0.6555661279467475,1.2156417170470184,1.4777847842250234,-0.8932386396362483,1.9136050367553292,3.661884236695365,0.3079484836039542,6.883719608320904,47.385595645981695,0.30661229997873307,1.0734038385858664,1.1521958006908728,0.3169533336162567,1.0609109089677056,1.125531956766683,0.3438819155469537,0.617083130368082,0.3807915897848714,8.921468429453478,-0.23163483861199624,0.28544397923288917,0.5352610706370164,1,0,1,jumping,jump11-ange-2026-03-06_09-59-13
-0.018416679135458563,1.0127402129372767,1.0256427389002407,-0.5306045910494626,2.3087457118599533,5.330306762031722,0.09324592459487917,6.67170447890988,44.51164065390615,0.076820012871176,1.1307165573746978,1.2785199331212882,-0.00655150727368891,0.7177765143853578,0.5152031246031938,0.7258383214473725,0.37950750068926076,0.14402594307940927,8.8332709824259,-0.34435936282949364,-0.027777652550636994,0.6757450733879753,2,1,1,jumping,jump11-ange-2026-03-06_09-59-13
-0.2762644329263083,0.7520442276110301,0.5655705202830708,-0.30677984606729447,1.6210018898509422,2.6276471269003263,-0.22216243779313566,7.202481947172966,51.87574619935249,0.07326837802305816,1.1739188185089635,1.378085392449481,0.2231093004066497,0.3743641453127091,0.14014851329571518,0.5403644600510598,0.28918881758283704,0.08363017221495941,8.553011857858825,0.48907206990822233,0.578474238139731,0.5851153339539857,1,1,1,jumping,jump11-ange-2026-03-06_09-59-13
0.22600310024411974,1.1984719724202955,1.4363350686769936,-0.6501655362197308,1.4266078115020484,2.0352098478386638,-0.32808500551402553,6.927858140359511,47.99521841294554,-0.006371428519487391,1.310101788590596,1.7163666964682782,-0.05713902624323964,0.41664355558778715,0.17359185241283348,0.43268013760447505,0.20534451640802723,0.04216637041884656,8.477730856254459,0.012555389589580395,0.7017784316414793,0.29870334397433,1,2,1,jumping,jump11-ange-2026-03-06_09-59-13
0.1334073956073709,1.3975332078836469,1.9530990671375563,-0.054801639339685425,1.677697310927556,2.814668267093552,0.3296993029976487,5.500856278623377,30.259419798070226,0.14744519874453543,1.387154980671595,1.9241989404020132,0.2822648530453444,0.6657220850629914,0.44318589454061663,0.14626274059992284,0.28091248485901454,0.07891182414966608,7.738221817743043,-0.5241869029062731,0.8314531899094955,-0.2147431147503487,1,1,1,jumping,jump11-ange-2026-03-06_09-59-13
0.42152101881938797,1.463725859688394,2.142493392320528,-0.21882042950493844,1.3330904485010315,1.7771301438846814,-0.5082464826384783,4.671683241456496,21.824624308505477,-0.05596048027276995,1.504654037065151,2.2639837712564574,0.1399665496684611,0.8586322000607932,0.7372492549812381,0.3576516720233485,0.47703426737284504,0.22756169224794703,6.712985889681976,-0.5027665845380154,0.9220685370299767,-0.4629152664990487,1,2,1,jumping,jump11-ange-2026-03-06_09-59-13
0.6092804687549919,1.3521539876937774,1.8283204064361838,-0.705007681465067,0.6510385482071362,0.42385119125165566,-0.6215255739828943,5.45657084365888,29.77416537186818,-0.24921658948063855,1.323357499583526,1.7512750717039622,-0.05874292803928256,0.8385175065767939,0.7031116088357636,0.7812114885449409,0.24329371554732784,0.05919183202482407,6.7791831040174895,0.18178472774361046,0.4336134425557735,0.4055324264494201,1,0,1,jumping,jump11-ange-2026-03-06_09-59-13
