version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version,fusion
3,iPhone X,1772797501463,2026-03-06_11-45-01,Africa/Kigali,ios,1.54,f2172cd9-f046-40e4-8e4d-5692d4fdc786,Accelerometer|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10,false,16.7.14,system
