version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version,fusion
3,iPhone 11,1772788691900,2026-03-06_09-18-11,Africa/Kigali,ios,1.54,4d447cfb-acbb-4dcf-be21-24c1bec1e24d,Accelerometer|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10,false,17.4.1,system
