time,seconds_elapsed,z,y,x
1772789921539386000,0.06838623046875,-1.0034332275390625,-0.03314208984375,0.0117645263671875
1772789921549452000,0.0784521484375,-1.0073699951171875,-0.0326385498046875,0.0123443603515625
1772789921559518200,0.088518310546875,-1.0161590576171875,-0.032470703125,0.0137786865234375
1772789921569584000,0.098584228515625,-1.0166168212890625,-0.031219482421875,0.014434814453125
1772789921579650000,0.108650146484375,-1.0072784423828125,-0.0322723388671875,0.016510009765625
1772789921589715000,0.11871484375,-1.0023651123046875,-0.0312042236328125,0.01605224609375
1772789921599781000,0.128781005859375,-1.010650634765625,-0.0321044921875,0.015655517578125
1772789921609847000,0.138846923828125,-1.017120361328125,-0.03253173828125,0.0169677734375
1772789921619913200,0.148913330078125,-1.013458251953125,-0.031341552734375,0.0171661376953125
1772789921629979100,0.158979248046875,-1.0062103271484375,-0.0316619873046875,0.015869140625
1772789921640044000,0.1690439453125,-1.0051727294921875,-0.0319061279296875,0.01568603515625
1772789921650110000,0.17910986328125,-1.01434326171875,-0.0321197509765625,0.0146331787109375
1772789921660176100,0.189176025390625,-1.015167236328125,-0.0326690673828125,0.01373291015625
1772789921670242000,0.199241943359375,-1.010101318359375,-0.0335845947265625,0.013153076171875
1772789921680308200,0.20930810546875,-1.008392333984375,-0.0322418212890625,0.0115814208984375
1772789921690373000,0.219373046875,-1.00872802734375,-0.032501220703125,0.0105743408203125
1772789921700443000,0.22944287109375,-1.0140228271484375,-0.032012939453125,0.0100555419921875
1772789921710508800,0.2395087890625,-1.0144500732421875,-0.0319366455078125,0.0095672607421875
1772789921720575000,0.249574951171875,-1.00775146484375,-0.0323944091796875,0.009613037109375
1772789921730641000,0.259640869140625,-1.0063629150390625,-0.03265380859375,0.00872802734375
1772789921740706800,0.269706787109375,-1.010955810546875,-0.03265380859375,0.010406494140625
1772789921750771700,0.279771728515625,-1.0145111083984375,-0.03350830078125,0.01104736328125
1772789921760838000,0.289837890625,-1.0126190185546875,-0.03240966796875,0.0125274658203125
1772789921770903800,0.29990380859375,-1.0054473876953125,-0.0315399169921875,0.013031005859375
1772789921780970000,0.309969970703125,-1.00701904296875,-0.031005859375,0.014984130859375
1772789921791036000,0.320035888671875,-1.013427734375,-0.031890869140625,0.0159912109375
1772789921801100800,0.330100830078125,-1.0144805908203125,-0.0314788818359375,0.016357421875
1772789921811166700,0.340166748046875,-1.01116943359375,-0.0317230224609375,0.0164031982421875
1772789921821233000,0.35023291015625,-1.00634765625,-0.032470703125,0.0169525146484375
1772789921831298800,0.360298828125,-1.007354736328125,-0.032135009765625,0.0160369873046875
1772789921841364700,0.37036474609375,-1.01446533203125,-0.0319061279296875,0.015625
1772789921851431000,0.380430908203125,-1.014129638671875,-0.032135009765625,0.014404296875
1772789921861495800,0.390495849609375,-1.00897216796875,-0.0316925048828125,0.0136260986328125
1772789921871561700,0.400561767578125,-1.0074615478515625,-0.03167724609375,0.012786865234375
1772789921881628000,0.4106279296875,-1.011627197265625,-0.0324249267578125,0.0106201171875
1772789921891693800,0.42069384765625,-1.0147705078125,-0.03326416015625,0.0103759765625
1772789921901759700,0.430759765625,-1.0106048583984375,-0.0341949462890625,0.0103759765625
1772789921911826000,0.440825927734375,-1.00592041015625,-0.0328826904296875,0.009185791015625
1772789921921890800,0.450890869140625,-1.0085601806640625,-0.0332794189453125,0.0088653564453125
1772789921931956700,0.460956787109375,-1.0135955810546875,-0.0330657958984375,0.009674072265625
1772789921942023000,0.47102294921875,-1.0146636962890625,-0.032440185546875,0.0106201171875
1772789921952088800,0.4810888671875,-1.01019287109375,-0.032989501953125,0.010528564453125
1772789921962154800,0.49115478515625,-1.0058135986328125,-0.032867431640625,0.0112457275390625
1772789921972221000,0.501220947265625,-1.0088043212890625,-0.033203125,0.0123291015625
1772789921982285800,0.511285888671875,-1.014495849609375,-0.0333709716796875,0.0134735107421875
1772789921992351700,0.521351806640625,-1.0121307373046875,-0.031829833984375,0.01513671875
1772789922002418000,0.53141796875,-1.0088653564453125,-0.031097412109375,0.0149993896484375
1772789922012483800,0.54148388671875,-1.0074920654296875,-0.0310211181640625,0.0163116455078125
1772789922022549800,0.5515498046875,-1.011627197265625,-0.0316314697265625,0.0164642333984375
1772789922032615000,0.561614990234375,-1.014862060546875,-0.0318756103515625,0.01666259765625
1772789922042680800,0.571680908203125,-1.010009765625,-0.032318115234375,0.0155792236328125
1772789922052746800,0.581746826171875,-1.0079803466796875,-0.0332794189453125,0.01654052734375
1772789922062813000,0.59181298828125,-1.008453369140625,-0.031982421875,0.014434814453125
1772789922072878800,0.60187890625,-1.01318359375,-0.032440185546875,0.0132293701171875
1772789922082944800,0.61194482421875,-1.0146026611328125,-0.032623291015625,0.0117950439453125
1772789922093010000,0.622010009765625,-1.009307861328125,-0.0322418212890625,0.0114288330078125
1772789922103075800,0.632075927734375,-1.0072174072265625,-0.03253173828125,0.0103607177734375
1772789922113141800,0.642141845703125,-1.010284423828125,-0.0330657958984375,0.0102996826171875
1772789922123207700,0.652207763671875,-1.0127716064453125,-0.0330047607421875,0.0098876953125
1772789922133273900,0.66227392578125,-1.0123748779296875,-0.032135009765625,0.0102386474609375
1772789922143339800,0.67233984375,-1.0084228515625,-0.0315704345703125,0.0103912353515625
1772789922153405000,0.682405029296875,-1.00811767578125,-0.0328826904296875,0.0104522705078125
1772789922163470800,0.692470947265625,-1.0107421875,-0.03240966796875,0.01123046875
1772789922173536800,0.702536865234375,-1.0128936767578125,-0.0320892333984375,0.0124359130859375
1772789922183602700,0.712602783203125,-1.01129150390625,-0.0321197509765625,0.0141754150390625
1772789922193668900,0.7226689453125,-1.0079345703125,-0.031707763671875,0.0148162841796875
1772789922203734800,0.73273486328125,-1.01068115234375,-0.0321197509765625,0.0153350830078125
1772789922213799700,0.742799560546875,-1.013702392578125,-0.032379150390625,0.016021728515625
1772789922223865900,0.752865966796875,-1.0134429931640625,-0.032012939453125,0.01593017578125
1772789922233931800,0.762931884765625,-1.0089874267578125,-0.0317840576171875,0.016387939453125
1772789922243997700,0.772997802734375,-1.0085601806640625,-0.031494140625,0.0153350830078125
1772789922254063900,0.78306396484375,-1.0116424560546875,-0.0322723388671875,0.015045166015625
1772789922264129800,0.7931298828125,-1.0137939453125,-0.0323944091796875,0.01458740234375
1772789922274194700,0.803194580078125,-1.01116943359375,-0.032012939453125,0.0135955810546875
1772789922284260900,0.8132607421875,-1.00836181640625,-0.0325469970703125,0.0131072998046875
1772789922294326800,0.823326904296875,-1.01019287109375,-0.0320892333984375,0.0124359130859375
1772789922304392700,0.833392822265625,-1.0113525390625,-0.0323028564453125,0.011016845703125
1772789922314459000,0.843458984375,-1.011993408203125,-0.0325927734375,0.0104522705078125
1772789922324524800,0.85352490234375,-1.0105133056640625,-0.032379150390625,0.0098114013671875
1772789922334589700,0.863589599609375,-1.00909423828125,-0.0328369140625,0.0099945068359375
1772789922344656000,0.87365576171875,-1.0102691650390625,-0.0319976806640625,0.0107879638671875
1772789922354721800,0.8837216796875,-1.011138916015625,-0.032989501953125,0.0111236572265625
1772789922364787700,0.89378759765625,-1.011688232421875,-0.0331573486328125,0.010955810546875
1772789922374854000,0.90385400390625,-1.0098419189453125,-0.03253173828125,0.0124053955078125
1772789922384919800,0.913919921875,-1.0086517333984375,-0.0311737060546875,0.013641357421875
1772789922394984700,0.923984619140625,-1.01153564453125,-0.0316009521484375,0.014068603515625
1772789922405051000,0.93405078125,-1.0121917724609375,-0.0327606201171875,0.01513671875
1772789922415116800,0.94411669921875,-1.010406494140625,-0.03228759765625,0.015899658203125
1772789922425182700,0.9541826171875,-1.008636474609375,-0.0316162109375,0.0162811279296875
1772789922435249000,0.964248779296875,-1.010589599609375,-0.03228759765625,0.01611328125
1772789922445314800,0.974314697265625,-1.012664794921875,-0.0314178466796875,0.01483154296875
1772789922455379700,0.984379638671875,-1.012664794921875,-0.0312347412109375,0.0147857666015625
1772789922465445600,0.994445556640625,-1.0097198486328125,-0.0317840576171875,0.0148162841796875
1772789922475511800,1.00451171875,-1.009063720703125,-0.0317535400390625,0.0153961181640625
1772789922485577700,1.01457763671875,-1.0110015869140625,-0.0324554443359375,0.012481689453125
1772789922495644000,1.024643798828125,-1.0128173828125,-0.032379150390625,0.0115814208984375
1772789922505709800,1.034709716796875,-1.0108642578125,-0.0323944091796875,0.010772705078125
1772789922515774700,1.044774658203125,-1.01025390625,-0.0329132080078125,0.0112152099609375
1772789922525840600,1.054840576171875,-1.0124359130859375,-0.0337066650390625,0.0102996826171875
1772789922535906800,1.06490673828125,-1.0114288330078125,-0.0322723388671875,0.0103912353515625
